Sample,Date,Time,Time.out,Depth,Location,Site,Status,Latitude,Longitude,Inc_prob,Deployment.notes,Waypoint,Left.mem.card,Right.mem.card,Left.cam,Right.cam,Field.notes,Raw.hdd.number,Con.hdd.number,Observer,Maxn.complete.yyyymmdd,Maxn.checker,Successful.count,Length.analyst,Length.complete.date.yyyymmdd,Successful.length,Habitat.image.forward,Extra.Vid,Analysis.notes
15_6,11/07/2021,14:19,,65,Huon AMP,15,IV,-43.61918828,147.2339377,0.819928,,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,n/a
16_1,11/07/2021,14:05,,138,Huon AMP,16,IV,-43.75655693,147.0213482,0.000336593,,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,"butterfly gurnard, octopus"
16_2,22/06/2021,10:43,10:47,138,Huon AMP,16,IV,-43.75291429,147.017908,0.000336593,1281 recorded at 60fps,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,n/a
16_3,22/06/2021,10:37,10:42,137,Huon AMP,16,IV,-43.75789859,147.0242587,0.000336593,,,,,1278,1279,,,,Ashlee B,   ,,Y,,,Y,Y,,massive group of macropterus
16_4,22/06/2021,10:33,10:36,137,Huon AMP,16,IV,-43.7508047,147.0200236,0.000336593,,,,,1258,1259,,,,ashlee B,,,Y,,,Y,Y,,octopus slowly crawling across screen most of video
16_5,22/06/2021,10:51,12:00,137,Huon AMP,16,IV,-43.75003693,147.0239911,0.000336593,,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,"one fish that can be ID, already checked with jac/justin"
16_6,22/06/2021,10:48,11:55,136,Huon AMP,16,IV,-43.75559719,147.0261096,0.000336593,,,,,1262,1263,,,,Ashlee B,,,Y,,,N,Y,,only right side camera
17_1,22/06/2021,10:55,12:59,113,Huon AMP,17,IV,-43.69893561,147.0094678,0.000336593,Wrong number on board 23-4 should be 23-6,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,n/a
17_2,9/07/2021,10:03,,111,Huon AMP,17,IV,-43.6966344,147.0115817,0.000336593,,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,weird rabbit sponge 
17_3,9/07/2021,14:01,,110,Huon AMP,17,IV,-43.69471635,147.016074,0.000336593,"repeat of cam fail, Failed cam on solid reef repeat on Mixed reef/sand",,,,1259,1258,,,,Ashlee B,,,Y,,,Y,Y,,n/a
17_4,9/07/2021,10:35,,108,Huon AMP,17,IV,-43.69644291,147.0086746,0.000336593,,,,,1278,1279,,,,Ashlee B,,,Y,,,Y,Y,,seahorse
17_5,9/07/2021,10:45,,105,Huon AMP,17,IV,-43.69510045,147.0110528,0.000336593,,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,,n/a
17_6,9/07/2021,10:19,,101,Huon AMP,17,IV,-43.69490898,147.0076172,0.0254953,,,,,1258,1259,,,,Ashlee B,,,Y,,,Y,Y,,n/a
18_1,9/07/2021,10:04,,68,Huon AMP,18,IV,-43.60771945,147.2154208,0.819928,,,,,1280,1281,,,,Ashlee B,,,Y,,,N,Y,,DIFFERENT FRAME RATES
18_2,10/07/2021,8:47,,68,Huon AMP,18,IV,-43.60809846,147.2177972,0.819928,,,,,1258,1259,,,,,,,N,,,N,N,,
18_3,10/07/2021,8:35,,66,Huon AMP,18,IV,-43.61001041,147.2207071,0.819928,,,,,1278,1279,,,,Ashlee B,,,Y,,,Y,Y,,n/a
18_4,10/07/2021,8:03,,64,Huon AMP,18,IV,-43.60866967,147.2199105,0.819928,Claper board has 1261-1263 should be 1262-1263,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,,best video would be at 53min 
18_5,10/07/2021,8:42,,63,Huon AMP,18,IV,-43.60634733,147.2171063,0.819928,,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,n/a
18_6,10/07/2021,9:02,,62,Huon AMP,18,IV,-43.60694542,147.2191125,0.819928,81 has front screen on..,,,,1260,1281,,,,Ashlee B,,,Y,,,Y,Y,,giant spider crab at maxn
19_1,10/07/2021,8:56,,94,Huon AMP,19,IV,-43.65678543,147.2795818,0.0254953,,,,,1277,1278,,,,Ashlee B,,,Y,,,Y,Y,,n/a
19_2,23/06/2021,14:45,15:52,82,Huon AMP,19,IV,-43.6596713,147.2756334,0.15424,,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,"very pretty video, funny vid at P. gigas and Laticep maxn"
19_3,23/06/2021,14:39,15:43,81,Huon AMP,19,IV,-43.65525514,147.2785328,0.15424,,,,,1258,1259,,,,Ashlee B,,,Y,,,Y,Y,,n/a
19_4,23/06/2021,14:49,15:58,81,Huon AMP,19,IV,-43.65851633,147.277477,0.15424,,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,,switched cameras around for scoring. 
19_5,23/06/2021,14:44,15:56,78,Huon AMP,19,IV,-43.65578314,147.2815035,0.15424,,,,,1278,1279,,,,Ashlee B,,,Y,,,Y,Y,,n/a
19_6,23/06/2021,14:36,15:40,76,Huon AMP,19,IV,-43.65637023,147.2754134,0.15424,,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,1 unknown 
20_1,23/06/2021,14:59,15:03,90,Huon AMP,20,IV,-43.6593977,147.2610339,0.0254953,,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,59min 55 sec BT
20_2,8/07/2021,14:18,,87,Huon AMP,20,IV,-43.65844376,147.2589168,0.15424,,,,,1279,1278,,,,Ashlee B,,,Y,,,Y,Y,,stargazer in extra time
20_3,8/07/2021,14:24,,87,Huon AMP,20,IV,-43.65902377,147.2568064,0.15424,Flips sideways as 12min BT Score Right Cam 1261,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,"switched cameras for scoring, check laticeps measurement"
20_4,8/07/2021,14:03,,82,Huon AMP,20,IV,-43.65613976,147.2602274,0.15424,upside down but ok vision,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,,unknown leather jacket
20_5,8/07/2021,14:39,,76,Huon AMP,20,IV,-43.65961807,147.254923,0.15424,Facing up at 6min BT,,,,1258,1259,,,,Ashlee B,,,Y,,,Y,Y,,switched cameras around for scoring. 
20_6,8/07/2021,14:34,,68,Huon AMP,20,IV,-43.65768507,147.255216,0.819928,upside down @7min BT but ok vision,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,n.a
20_7,8/07/2021,14:44,,71,Huon AMP,20,IV,-43.661217,147.251967,,lights off when retrieved,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,1 unknown species.
21_1,11/07/2021,10:38,,69,Huon AMP,21,IV,-43.63811098,147.2619978,0.819928,,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,n/a
21_2,11/07/2021,10:32,,66,Huon AMP,21,IV,-43.63619286,147.2622535,0.819928,No Data form 1279 File empty,,,,1278,1279,,,,Ashlee B,,,N,,,N ,Y,,DIFFERENT FRAME RATES
21_3,11/07/2021,10:43,,64,Huon AMP,21,IV,-43.63790762,147.2670134,0.819928,,,,,1258,1259,,,,Ashlee B,,,Y,,,Y,Y,,very dark video 
21_4,11/07/2021,10:28,,51,Huon AMP,21,IV,-43.63618432,147.2659497,0.819928,Facing Large Rock,,,,1260,1261,,,,Ashlee B,,,Y,,,N ,Y,,"measurements out by 2-3 cm, only scored left camera"
21_5,11/07/2021,10:23,,48,Huon AMP,21,IV,-43.63600893,147.2588205,0.819928,,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,, Pseudopallene ambigua 
21_6,11/07/2021,10:48,,35,Huon AMP,21,IV,-43.63351137,147.2609218,0.819928,,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,9 unknown species. switched cameras around for scoring. 
22_1,10/07/2021,14:07,,108,Huon AMP,22,IV,-43.68631303,147.0411109,0.000336593,,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,"2 unknown, huge school of fish"
22_2,10/07/2021,14:01,,108,Huon AMP,22,IV,-43.68631447,147.0368831,0.000336593,some water in housing. Check,,,,1278,1279,,,,Ashlee B,,,Y,,,Y,Y,,n/a
22_3,10/07/2021,11:55,,107,Huon AMP,22,IV,-43.68516204,147.0424313,0.000336593,,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,n/a
22_4,10/07/2021,11:48,,106,Huon AMP,22,IV,-43.68669555,147.0437536,0.000336593,,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,,"1 unknown pipefish, cool vid of cuttefish trying to eat a barbata and others"
22_5,10/07/2021,14:14,,104,Huon AMP,22,IV,-43.68305187,147.0448078,0.0254953,,,,,1258,1259,,,,Ashlee B,,,Y,,,Y,Y,,n/a
22_6,10/07/2021,14:22,,103,Huon AMP,22,IV,-43.68612211,147.0387327,0.0254953,,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,n/a
23_1,24/06/2021,11:40,12:50,157,Huon AMP,23,IV,-43.96164231,147.5263511,0.000336593,,,,,1260,1261,,,,Ashlee B,,,N,,,N ,Y,,not synced waiting for it to be fixed
23_2,24/06/2021,11:36,12:44,157,Huon AMP,23,IV,-43.95954422,147.5239436,0.000336593,,,,,1258,1259,,,,Ashlee B,,,Y,,,Y,Y,,n.a
23_3,24/06/2021,11:30,12:40,157,Huon AMP,23,IV,-43.95668155,147.5209987,0.000336593,1281 May be 4k @60FPS,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,n.a
23_4,24/06/2021,12:21,12:28,156,Huon AMP,23,IV,-43.95995792,147.5173111,0.000336593,,,,,1277,1276,,,,Ashlee B,,,Y,,,N,Y,,never across both cameras and difficult with lighting
23_5,24/06/2021,11:26,12:35,156,Huon AMP,23,IV,-43.96071522,147.5194412,0.000336593,Wrong Cam pair on board has 1260-1261,,,,1262,1263,,,,Ashlee B,,,Y,,,Y,Y,,good video of seven gill at maxn
23_6,24/06/2021,11:16,11:25,155,Huon AMP,23,IV,-43.96263979,147.5178653,0.000336593,,,,,1278,1279,,,,Ashlee B,,,Y,,,Y,Y,,some species couldnt be measured becuase they werent in frame enough
24_1,9/07/2021,8:51,,118,Huon AMP,24,IV,-43.67807911,147.3188614,0.000336593,,,,,1258,1259,,,,NFH,,,Y,,,Y,Y,,n/a
24_2,9/07/2021,14:26,,115,Huon AMP,24,IV,-43.67596913,147.3191144,0.000336593,repeated site of one cam failure on first drop,,,,1280,1281,,,,NFH,,,Y,,,Y,Y,,n/a
24_3,9/07/2021,8:04,,106,Huon AMP,24,IV,-43.67770732,147.3146322,0.000336593,,,,,1260,1261,,,,NFH,,,Y,,,Y,Y,,n/a
24_4,9/07/2021,8:25,,106,Huon AMP,24,IV,-43.67714435,147.310138,0.0254953,,,,,1278,1279,,,,NFH,,,Y,,,Y,Y,,n/a
24_5,9/07/2021,14:21,,103,Huon AMP,24,IV,-43.6750192,147.3159391,0.0254953,completed after light failure before deployment on last attempt,,,,1260,1261,,,,NFH,,,Y,,,Y,Y,,Ocean perch chasing a catshark.
24_6,9/07/2021,8:35,,101,Huon AMP,24,IV,-43.67905391,147.313054,0.0254953,,,,,1280,1281,,,,NFH,,,Y,,,Y,Y,,n/a
25_1,9/07/2021,12:15,,169,Huon AMP,25,IV,-44.01564543,147.1445999,0.000336593,,,,,1280,1281,,,,NFH,,,Y,,,Y,Y,,"Bristal star galore , Juvenile Silver Dory with blotches"
25_2,9/07/2021,12:30,,168,Huon AMP,25,IV,-44.01468093,147.1491143,0.000336593,Only video for 1260... 1261 had the same files/video as 1260 Deleated .,,,,1260,1261,,,,NFH,,,Y,,,Y,Y,,n/a - sandy habitat + bristal stars + amphipods
25_3,9/07/2021,12:37,,168,Huon AMP,25,IV,-44.01659447,147.1520418,0.000336593,,,,,1258,1259,,,,NFH,,,Y,,,Y,Y,,Dogfish Shark + Gummy shark + Flat head
25_4,9/07/2021,12:26,,168,Huon AMP,25,IV,-44.0133415,147.1469854,0.000336593,"Facing Downish, Good",,,,1279,1278,,,,NFH,,,Y,,,Y,Y,,Cool video - squid and catshark
25_5,9/07/2021,12:20,,168,Huon AMP,25,IV,-44.02120384,147.1462077,0.000336593,On a Ledge facing down,,,,1277,1266,,,,NFH,,,Y,,,Y,Y,,School of Crested Bellowfish
25_6,9/07/2021,12:08,,168,Huon AMP,25,IV,-44.02025084,147.1416882,0.000336593,Claper has 1262-1261 should be 1262-1263,,,,1262,1263,,,,NFH,,,Y,,,Y,Y,,A few crested bellowfish
26_1,24/06/2021,9:44,9:47,88,Huon AMP,26,IV,-43.61865477,147.2125565,0.15424,,,,,1260,1261,,,,NFH,,,Y,,,Y,Y,,"Beautiful sponges - Banchus , Octopus!"
26_2,24/06/2021,10:00,10:06,84,Huon AMP,26,IV,-43.62094837,147.2165239,0.15424,,,,,1276,1277,,,,NFH,,,Y,,,Y,Y,NFH,Beautiful sponges - percoides galore
26_3,24/06/2021,9:56,11:00,79,Huon AMP,26,IV,-43.61731005,147.2138715,0.15424,,,,,1262,1263,,,,NFH,,,Y,,,Y,Y,NFH,Beautiful sponge - many diff sp. sponge blocking right camera angle
26_4,24/06/2021,9:51,10:56,76,Huon AMP,26,IV,-43.61615706,147.215187,0.15424,,,,,1278,1279,,,,NFH,,,Y,,,Y,Y,NFH,"Beautiful sponge - Barbata galore, draughtboard shark, scaber"
26_5,24/06/2021,9:41,10:42,75,Huon AMP,26,IV,-43.61959734,147.2214261,0.15424,,,,,1258,1259,,,,NFH,,,Y,,,Y,Y,NFH,Half banded seaperch & cuttlefish!
26_6,24/06/2021,9:47,10:51,66,Huon AMP,26,IV,-43.61545805,147.2183123,0.819928,Facing into a hole,,,,1280,1281,,,,NFH,,,Y,,,Y,Y,NFH,"Scored left CAM - Bachus, Trumpeter, Butterfly perch, Scaber, Crayfish"
27_1,10/07/2021,11:22,14:33,86,Huon AMP,27,IV,-43.6507122,147.2847635,0.15424,Seal,,,,1262,1263,,,,NFH,,,Y,,,Y,Y,NFH,"striped trumpeter, butterfly perch, pregnant draughtboard, bachus"
27_2,10/07/2021,11:13,8:50,75,Huon AMP,27,IV,-43.6522376,147.2882038,0.15424,,,,,1260,1261,,,,NFH,,,Y,,,Y,Y,NFH,Scored left CAM - CAM tilting in the video
27_3,10/07/2021,11:18,8:33,69,Huon AMP,27,IV,-43.65142911,147.2889657,0.819928,,,,,1278,1279,,,,NFH,,,Y,,,Y,Y,NFH,CAM upside down - right CAM was blocked no measurements
27_4,10/07/2021,11:00,,67,Huon AMP,27,IV,-43.64932112,147.286454,0.819928,Only video for 1258... 1259 had the same files/video as 1258 Deleated .,,,,1258,1259,,,,DS,,,Y,,,Y,Y,,"BRUV fell backward after about 5 minutes, so most video is looking straight up"
27_5,10/07/2021,10:53,,65,Huon AMP,27,IV,-43.64955243,147.288455,0.819928,,,,,1280,1281,,,,DS,,,Y,,,Y,Y,,"BRUV fell sideways at 4.5 min, and then upside down shortly after. rep video complete but not highlight"
27_6,10/07/2021,11:07,8:44,63,Huon AMP,27,IV,-43.64792081,147.2850914,0.819928,,,,,1276,1277,,,,DS,,,Y,,,Y,Y,,BRUV starts getting pulled at about 4.5 min in. Looks like calibration might be a bit off
28_1,21/06/2021,12:19,13:23,112,Huon AMP,28,IV,-43.68959178,146.9630482,0.000336593,,,,,1276,1277,,,,DS,,,Y,,,Y,Y,,Not much. Dark sand site
28_2,21/06/2021,12:25,13:29,112,Huon AMP,28,IV,-43.69266078,146.9662175,0.000336593,,,,,1280,1281,,,,DS,,,Y,,,N ,Y,,"No right camera, no measurements. Striped trumpeter."
28_3,21/06/2021,15:20,16:40,110,Huon AMP,28,IV,-43.68767329,146.9601427,0.000336593,Upsidedown: Reapeated - Good,,,,1262,1263,,,,DS,,,Y,,,Y,Y,,Striped trumpeter
28_4,21/06/2021,12:31,13:35,107,Huon AMP,28,IV,-43.6913189,146.9675395,0.000336593,,,,,1278,1279,,,,DS,,,Y,,,N ,Y,,"No right camera, no measurements"
28_5,21/06/2021,12:37,13:38,106,Huon AMP,28,IV,-43.69055255,146.9699182,0.000336593,,,,,1258,1259,,,,DS,,,Y,,,Y,Y,,Only one flathead
28_6,21/06/2021,12:42,13:45,103,Huon AMP,28,IV,-43.68863416,146.9667482,0.0254953,,,,,1260,1261,,,,DS,,,Y,,,Y,Y,,"Lobster, stripeys"
29_1,21/06/2021,10:58,12:01,135,Huon AMP,29,IV,-43.73664839,147.2371732,0.000336593,,,,,1276,1277,,,,Ashlee B,,,Y,,,Y,Y,,"loads of lineata, chase off macropterus and barbata"
29_2,21/06/2021,10:52,11:56,133,Huon AMP,29,IV,-43.7385598,147.2400898,0.000336593,,,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,1 unknown
29_3,21/06/2021,10:46,11:50,133,Huon AMP,29,IV,-43.74067235,147.2385114,0.000336593,,,,,1278,1279,,,,AShlee B,,,Y,,,Y,Y,,"point for cool vid marked, polyommata"
29_4,21/06/2021,10:39,10:43,132,Huon AMP,29,IV,-43.74278377,147.2374619,0.000336593,,,,,1258,1259,,,,AShlee B,,,Y,,,Y,Y,,skate idd check
29_5,21/06/2021,10:24,11:30,132,Huon AMP,29,IV,-43.73838444,147.2321552,0.000336593,,,,,1262,1263,,,,AShlee B,,,Y,,,Y,Y,,n/a
29_6,21/06/2021,10:32,11:35,131,Huon AMP,29,IV,-43.73569943,147.2324093,0.000336593,,,,,1260,1261,,,,Ashlee B,,,Y,,,Y,Y,,BT only 58.5min
175_1,14/07/2021,15:50,,103.612,Huon AMP,175,IV,-43.68433333,147.0435333,,"Clapper has 30_1 -NewSite: sounder targeted ledge, 43 deg 41.060min,147 deg 02.612",,,,1262,1263,,,,AShlee B,,,Y,,,Y,Y,,"check macleayi, weird tongue coming out of sponges"
175_2,14/07/2021,15:12,,104,Huon AMP,175,IV,-43.68491667,147.0409833,,"Clapper has 30_2 -NewSite: sounder targeted ledge, 43 deg 41.095, 147 deg 02.459",,,,1278,1279,,,,Ashlee B,,,Y,,,Y,Y,,BT only 58min
175_3,14/07/2021,15:18,,105.194,Huon AMP,175,IV,-43.68735,147.0380667,,"Clapper has 30_3 -NewSite: sounder targeted ledge, 43deg 41.241min, 147 deg 02.284min",,,,1260,1261,,,,AShlee B,,,Y,,,Y,Y,,"pipehorse id, octopus, BT 59min"
175_4,14/07/2021,15:24,,105.961,Huon AMP,175,IV,-43.68621667,147.033,,"Clapper has 30_4 -NewSite: sounder targeted ledge, 43 deg 41.173min,147deg 01.980 min",,,,1276,1277,,,,AShlee B,,,Y,,,Y,Y,,n.a
175_5,14/07/2021,15:30,,103.319,Huon AMP,175,IV,-43.68813333,147.0287667,,"Clapper has 30_5 -NewSite: sounder targeted ledge, 43 deg 41.288 min, 147 deg 01.726 min",,,,1258,1259,,,,DS,,,Y,,,Y,Y,,"On the cliff edge, almost smooshed a lobster when it landed. Three lobsters with eggs"
175_6,14/07/2021,15:35,,103.281,Huon AMP,175,IV,-43.69043333,147.0245333,,"Clapper has 30_6 -NewSite: sounder targeted ledge, 43 deg 41.426 min, 147deg 01.472 min",,,,1280,1281,,,,Ashlee B,,,Y,,,Y,Y,,1 unknown
